web_browser,operating_sys,from_url,to_url,city,time_zone,time_in,time_out,longitude,latitude
Mozilla/5.0 , Gecko/20090715 Firefox/3.5.1 ,www.facebook.com,www.nasa.gov,Bilbao,Europe/Madrid,2012-03-16 18:41:08.000,1970-01-16 09:58:42.854,43.25,-2.9667
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Kuala Lumpur,Asia/Kuala_Lumpur,2012-03-16 18:41:09.000,1970-01-16 09:58:42.854,3.1667,101.699997
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Nicosia,Asia/Nicosia,2012-03-16 18:41:08.000,1970-01-16 09:58:42.854,35.166698,33.366699
Mozilla/5.0 , AppleWebKit/535.11 ,direct,apod.nasa.gov,SPaulo,America/Sao_Paulo,2012-03-16 18:41:09.000,1970-01-16 09:58:43.068,-23.5333,-46.616699
Mozilla/5.0 , AppleWebKit/535.11 ,plus.url.google.com,www.nasa.gov,Huddersfield,Europe/London,2012-03-16 18:41:11.000,1970-01-16 09:58:42.854,53.650002,-1.7833
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Fairport,America/New_York,2012-03-16 18:41:11.000,1970-01-16 09:58:42.854,43.100498,-77.426003
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Honolulu,Pacific/Honolulu,2012-03-16 18:41:16.000,1970-01-16 09:58:42.709,21.3139,-157.824493
Mozilla/5.0 , Gecko/2010031218 Firefox/3.0.19,t.co,www.nasa.gov,Knoxville,America/Chicago,2012-03-16 18:41:15.000,1970-01-16 09:57:05.200,35.972401,-83.959503
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Honolulu,Pacific/Honolulu,2012-03-16 18:41:18.000,1970-01-16 09:58:42.709,21.3139,-157.824493
Mozilla/4.0 ,,direct,citizencorps.gov,Washington,America/New_York,2012-03-16 18:41:19.000,1970-01-16 09:54:25.443,38.897099,-77.040901
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Stamford,America/New_York,2012-03-16 18:41:19.000,1970-01-16 06:32:43.556,41.097801,-73.518799
Mozilla/5.0 , AppleWebKit/534.46 ,direct,radar.weather.gov,Bronx,America/New_York,2012-03-16 18:41:19.000,1970-01-15 10:22:55.140,40.849899,-73.8769
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.tricare.mil,Saint Louis,America/Chicago,2012-03-16 18:41:21.000,1970-01-16 09:30:17.829,38.6143,-90.444397
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Rome,Europe/Rome,2012-03-16 18:41:20.000,1970-01-16 09:58:42.854,41.900002,12.4833
Mozilla/5.0 , Gecko/20100101 Firefox/9.0.1,direct,www.nysdot.gov,Dudley,America/New_York,2012-03-16 18:41:21.000,1970-01-16 06:32:43.556,42.059399,-71.9356
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.irs.gov,Bowie,America/New_York,2012-03-16 18:41:21.000,1970-01-16 09:05:45.636,38.9576,-76.756599
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Los Angeles,America/Los_Angeles,2012-03-16 18:41:24.000,1970-01-16 06:32:43.556,34.065701,-118.436203
Mozilla/5.0 , Gecko/20100101 Firefox/9.0.1,direct,www.nysdot.gov,Savannah,America/New_York,2012-03-16 18:41:24.000,1970-01-16 06:32:43.556,31.997101,-80.9645
Mozilla/4.0 ,,www.aashtojournal.org,www.senate.gov,Washington,America/New_York,2012-03-16 18:41:25.000,1970-01-16 09:57:33.485,38.909698,-77.023102
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Sliema,Europe/Malta,2012-03-16 18:41:28.000,1970-01-16 09:58:42.854,35.912498,14.5019
Mozilla/5.0 , AppleWebKit/533.1 ,m.facebook.com,www.nasa.gov,Woodbridge,America/New_York,2012-03-16 18:41:28.000,1970-01-16 09:58:42.854,38.625702,-77.266502
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nature.nps.gov,Grand Rapids,America/New_York,2012-03-16 18:41:27.000,1970-01-16 09:58:41.833,42.977699,-85.710999
Mozilla/4.0 ,,t.co,www.whitehouse.gov,Chula Vista,America/Los_Angeles,2012-03-16 18:41:31.000,1970-01-16 09:58:40.879,32.636101,-117.0532
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,apod.nasa.gov,Curitiba,America/Sao_Paulo,2012-03-16 18:41:32.000,1970-01-16 09:58:43.068,-25.4167,-49.25
Mozilla/5.0 , AppleWebKit/534.46 ,lalaf.com,www.usno.navy.mil,Central District,Asia/Hong_Kong,2012-03-16 18:41:32.000,1970-01-16 05:55:18.039,22.2833,114.150002
Mozilla/5.0 , AppleWebKit/534.46 ,lalaf.com,www.ssd.noaa.gov,Central District,Asia/Hong_Kong,2012-03-16 18:41:32.000,1970-01-16 05:55:18.030,22.2833,114.150002
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Honolulu,Pacific/Honolulu,2012-03-16 18:41:34.000,1970-01-16 09:58:42.709,21.3139,-157.824493
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Honolulu,Pacific/Honolulu,2012-03-16 18:41:35.000,1970-01-16 09:58:42.709,21.3139,-157.824493
Mozilla/4.0 ,,direct,www.navy.mil,Honolulu,Pacific/Honolulu,2012-03-16 18:41:35.000,1970-01-16 09:58:41.801,21.3139,-157.824493
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,www.cbo.gov,Cambridge,America/New_York,2012-03-16 18:41:36.000,1970-01-16 09:58:28.890,42.3741,-71.107201
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Birmingham,Europe/London,2012-03-16 18:41:37.000,1970-01-16 09:58:41.292,52.466702,-1.9167
Mozilla/4.0 ,,direct,www.fda.gov,Paramus,America/New_York,2012-03-16 18:41:36.000,1970-01-16 01:28:18.479,40.9445,-74.07
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Lisboa,Europe/Lisbon,2012-03-16 18:41:38.000,1970-01-16 09:58:28.247,38.716702,-9.1333
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Lambersart,Europe/Paris,2012-03-16 18:41:38.000,1970-01-16 09:58:42.854,50.650002,3.0333
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Bodmin,Europe/London,2012-03-16 18:41:40.000,1970-01-16 09:58:42.854,50.4664,-4.7256
Mozilla/5.0 , AppleWebKit/534.54.16 ,www.facebook.com,www.nasa.gov,Herning,Europe/Copenhagen,2012-03-16 18:41:39.000,1970-01-16 09:58:42.854,56.133301,8.9833
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Piombino,Europe/Rome,2012-03-16 18:41:41.000,1970-01-16 09:58:42.854,42.916698,10.5333
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Grand Rapids,America/New_York,2012-03-16 18:41:40.000,1970-01-16 06:32:43.556,42.942501,-85.616096
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:41:42.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , AppleWebKit/534.46 ,direct,apod.nasa.gov,London,Europe/London,2012-03-16 18:41:44.000,1970-01-16 01:29:53.171,51.500198,-0.1262
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Rome,Europe/Rome,2012-03-16 18:41:43.000,1970-01-16 09:58:42.854,41.900002,12.4833
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Columbus,America/New_York,2012-03-16 18:41:44.000,1970-01-16 09:58:25.829,40.028999,-83.080902
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nasa.gov,Mesquite,America/Chicago,2012-03-16 18:41:44.000,1970-01-16 09:58:42.854,32.7673,-96.624702
Mozilla/4.0 ,,stocktwits.com,www.federalreserve.gov,Farmington,America/New_York,2012-03-16 18:41:45.000,1970-01-16 09:58:13.247,41.725201,-72.829498
Mozilla/4.0 ,,www.facebook.com,www.nasa.gov,Limeil-brnnes,Europe/Paris,2012-03-16 18:41:45.000,1970-01-16 09:58:42.854,48.733299,2.4833
Mozilla/5.0 ,,direct,www.energy.ca.gov,San Francisco,America/Los_Angeles,2012-03-16 18:41:49.000,1970-01-16 02:10:43.769,37.7645,-122.429398
NokiaC3-00/5.0 , Profile/MIDP-2.1 Configuration/CLDC-1.1 Mozilla/5.0 AppleWebKit/420+ ,t.co,www.nasa.gov,Durango,America/Mazatlan,2012-03-16 18:41:53.000,1970-01-16 09:58:28.247,24.0333,-104.666702
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Dublin,Europe/Dublin,2012-03-16 18:41:55.000,1970-01-16 09:58:42.854,53.333099,-6.2489
Mozilla/4.0 ,,direct,toxtown.nlm.nih.gov,Kennesaw,America/New_York,2012-03-16 18:41:57.000,1970-01-15 12:49:29.846,34.010399,-84.623901
Mozilla/5.0 , AppleWebKit/535.11 ,forum2.hkgolden.com,www.usno.navy.mil,A Po Long,Asia/Hong_Kong,2012-03-16 18:41:57.000,1970-01-16 05:55:18.039,22.2833,114.0
Mozilla/5.0 , AppleWebKit/535.11 ,forum2.hkgolden.com,www.ssd.noaa.gov,A Po Long,Asia/Hong_Kong,2012-03-16 18:41:57.000,1970-01-16 05:55:18.030,22.2833,114.0
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:42:02.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Jersey City,America/New_York,2012-03-16 18:42:03.000,1970-01-16 09:58:42.854,40.692501,-74.070396
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Li,Europe/Brussels,2012-03-16 18:42:04.000,1970-01-16 09:58:42.854,50.633301,5.5667
Mozilla/5.0 , AppleWebKit/534.54.16 ,direct,apod.nasa.gov,Curitiba,America/Sao_Paulo,2012-03-16 18:42:04.000,1970-01-16 09:58:43.068,-25.4167,-49.25
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,www.nysdot.gov,Warrington,America/New_York,2012-03-16 18:42:05.000,1970-01-16 06:32:43.556,40.248901,-75.149803
Mozilla/5.0 , AppleWebKit/533.17.9 ,direct,www.nps.gov,Surrey,America/Vancouver,2012-03-16 18:42:05.000,1970-01-16 09:51:42.617,49.136398,-122.821297
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Mount Laurel,America/New_York,2012-03-16 18:42:05.000,1970-01-16 06:32:43.556,39.957199,-74.916199
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Tholen,Europe/Amsterdam,2012-03-16 18:42:06.000,1970-01-16 09:58:42.854,51.533298,4.2167
Opera/9.80 , Presto/2.10.229 Version/11.61,direct,www.nasa.gov,Brno,Europe/Prague,2012-03-16 18:42:07.000,1970-01-16 09:58:28.247,49.200001,16.633301
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Woodbridge,America/New_York,2012-03-16 18:42:08.000,1970-01-16 09:58:25.829,38.678001,-77.319702
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Burke,America/New_York,2012-03-16 18:42:11.000,1970-01-16 09:58:42.854,38.785099,-77.286598
Mozilla/5.0 , AppleWebKit/533.17.9 ,twitter.com,www.whitehouse.gov,Ruther Glen,America/New_York,2012-03-16 18:42:12.000,1970-01-16 09:57:20.856,37.955002,-77.437202
Mozilla/5.0 , AppleWebKit/535.7 ,www.facebook.com,www.nasa.gov,Stockholm,Europe/Stockholm,2012-03-16 18:42:13.000,1970-01-16 09:58:42.854,59.333302,18.049999
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nasa.gov,Hartland,America/New_York,2012-03-16 18:42:14.000,1970-01-16 09:55:49.429,43.574299,-72.408096
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Belo Horizonte,America/Sao_Paulo,2012-03-16 18:42:15.000,1970-01-16 09:58:42.854,-19.9167,-43.9333
Mozilla/4.0 ,,direct,www.grants.gov,Bethel,America/Anchorage,2012-03-16 18:42:15.000,1970-01-16 09:46:58.539,60.9324,-161.800598
Mozilla/4.0 ,,direct,patft.uspto.gov,Brooklyn,America/New_York,2012-03-16 18:42:16.000,1970-01-16 09:22:54.330,40.6525,-73.955399
Mozilla/5.0 ,,t.co,radar.weather.gov,Larchmont,America/New_York,2012-03-16 18:42:16.000,1970-01-15 10:22:55.140,40.933399,-73.756302
Mozilla/5.0 , Gecko/20120216 Firefox/3.6.27,direct,www2.ed.gov,Columbus,America/New_York,2012-03-16 18:42:16.000,1970-01-16 04:01:28.059,40.0532,-83.022003
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:42:16.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:42:16.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/5.0 , AppleWebKit ,m.facebook.com,www.nasa.gov,Melaka,Asia/Kuala_Lumpur,2012-03-16 18:42:17.000,1970-01-16 09:58:42.854,2.1969,102.2481
Mozilla/4.0 ,,direct,www.nasa.gov,Houston,America/Chicago,2012-03-16 18:42:19.000,1970-01-16 09:35:39.686,29.775499,-95.415199
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,www.nasa.gov,Huntsville,America/Chicago,2012-03-16 18:42:19.000,1970-01-16 09:58:42.854,34.719299,-86.560402
Mozilla/4.0 ,,direct,studentaid.ed.gov,Needham,America/New_York,2012-03-16 18:42:19.000,1970-01-16 03:32:31.691,42.279301,-71.245003
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Si Sa Ket,Asia/Bangkok,2012-03-16 18:42:21.000,1970-01-16 09:58:42.854,15.1167,104.333298
Mozilla/5.0 , AppleWebKit/534.53.11 ,t.co,www.nasa.gov,Oldenburg,Europe/Berlin,2012-03-16 18:42:21.000,1970-01-16 09:58:28.247,53.166698,8.2
Mozilla/6.0 ,,direct,www.federalreserve.gov,Bellevue,America/Los_Angeles,2012-03-16 18:42:23.000,1970-01-16 09:53:06.192,47.615398,-122.210297
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,36ohk6dgmcd1n-c.c.yom.mail.yahoo.net,www.srh.noaa.gov,Albuquerque,America/Denver,2012-03-16 18:42:22.000,1970-01-16 09:43:27.307,35.102501,-106.611702
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Crespellano,Europe/Rome,2012-03-16 18:42:22.000,1970-01-16 09:58:42.854,44.516701,11.1167
Mozilla/5.0 , AppleWebKit/534.53.11 ,www.facebook.com,www.jpl.nasa.gov,Yalaha,America/New_York,2012-03-16 18:42:23.000,1970-01-16 09:55:50.914,28.734699,-81.819702
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,forecast.weather.gov,Summerville,America/New_York,2012-03-16 18:42:25.000,1970-01-16 04:31:20.809,32.964699,-80.2015
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nasa.gov,Toronto,America/Rainy_River,2012-03-16 18:42:28.000,1970-01-16 09:58:42.854,43.666698,-79.416702
Mozilla/4.0 ,,www.aashtojournal.org,thomas.loc.gov,Washington,America/New_York,2012-03-16 18:42:29.000,1970-01-16 06:54:19.236,38.909698,-77.023102
Mozilla/4.0 ,,www.aashtojournal.org,www.dot.ca.gov,Berkeley,America/Los_Angeles,2012-03-16 18:42:31.000,1970-01-16 09:55:57.763,37.878101,-122.271004
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nasa.gov,Cincinnati,America/New_York,2012-03-16 18:42:31.000,1970-01-16 09:58:28.247,39.169899,-84.485901
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.srh.noaa.gov,www.srh.noaa.gov,Albuquerque,America/Denver,2012-03-16 18:42:32.000,1970-01-16 09:58:08.586,35.102501,-106.611702
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Vernon Rockville,America/New_York,2012-03-16 18:42:32.000,1970-01-16 09:58:42.854,41.836498,-72.463203
Mozilla/5.0 , AppleWebKit/535.19 ,t.co,www.nature.nps.gov,Brooklyn,America/New_York,2012-03-16 18:42:35.000,1970-01-16 09:58:41.833,40.702099,-73.942299
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Cracow,Europe/Warsaw,2012-03-16 18:42:37.000,1970-01-16 09:58:42.854,50.083302,19.9167
Mozilla/5.0 , Gecko/20100101 Firefox/11.0,direct,www.nysdot.gov,Laurel,America/New_York,2012-03-16 18:42:38.000,1970-01-16 06:32:43.556,39.096699,-76.877899
Mozilla/4.0 ,,direct,www.fbi.gov,Annandale,America/New_York,2012-03-16 18:42:38.000,1970-01-16 09:58:30.606,38.8381,-77.212097
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:42:39.000,1970-01-15 17:47:52.411,42.286499,-71.714699
Mozilla/4.0 ,,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,Shrewsbury,America/New_York,2012-03-16 18:42:39.000,1970-01-15 17:47:52.506,42.286499,-71.714699
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Sorrento,Europe/Rome,2012-03-16 18:42:40.000,1970-01-16 09:58:42.854,40.616699,14.3667
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,nationalmap.gov,Austin,America/Chicago,2012-03-16 18:42:39.000,1970-01-16 05:03:34.424,30.4,-97.7528
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Cracow,Europe/Warsaw,2012-03-16 18:42:41.000,1970-01-16 09:58:42.854,50.083302,19.9167
Mozilla/5.0 , AppleWebKit/534.46 ,direct,www.healthcare.gov,Colorado Springs,America/Denver,2012-03-16 18:42:42.000,1970-01-16 09:58:38.691,38.8326,-104.740501
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Zdunska Wola,Europe/Warsaw,2012-03-16 18:42:43.000,1970-01-16 09:58:42.854,51.599998,18.9333
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,www.nasa.gov,Catania,Europe/Rome,2012-03-16 18:42:45.000,1970-01-16 09:58:42.854,37.5,15.1
Mozilla/5.0 , AppleWebKit/535.11 ,direct,www.nysdot.gov,White Plains,America/New_York,2012-03-16 18:42:49.000,1970-01-16 06:32:43.556,41.029099,-73.758003
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,www.cdc.gov,Torrance,America/Los_Angeles,2012-03-16 18:42:48.000,1970-01-16 09:47:34.100,33.835201,-118.328903
Mozilla/5.0 , AppleWebKit/536.3 ,plus.url.google.com,www.nasa.gov,Seattle,America/Los_Angeles,2012-03-16 18:42:51.000,1970-01-16 09:58:42.854,47.5951,-122.332603
Mozilla/4.0 ,,direct,www.navy.mil,Mililani,Pacific/Honolulu,2012-03-16 18:42:51.000,1970-01-16 09:58:41.801,21.4701,-157.963699
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Alexandria,America/New_York,2012-03-16 18:42:51.000,1970-01-16 06:32:43.556,38.790901,-77.094704
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,www.facebook.com,www.nasa.gov,Vordorf,Europe/Berlin,2012-03-16 18:42:53.000,1970-01-16 09:58:42.854,52.366699,10.5333
Mozilla/5.0 , AppleWebKit/533.17.9 ,twitter.com,www.whitehouse.gov,Milan,America/Chicago,2012-03-16 18:42:57.000,1970-01-16 09:57:20.856,35.925098,-88.785797
Mozilla/5.0 , Gecko/20100401 Firefox/3.6.3 ,direct,earthobservatory.nasa.gov,Dallas,America/Chicago,2012-03-16 18:42:58.000,1970-01-16 08:42:35.742,32.782501,-96.820702
Mozilla/5.0 , Gecko/20111212 Firefox/3.6.25,direct,www.nysdot.gov,Philadelphia,America/New_York,2012-03-16 18:42:59.000,1970-01-16 06:32:43.556,39.996799,-75.148499
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Prague,Europe/Prague,2012-03-16 18:43:00.000,1970-01-16 09:58:42.854,50.083302,14.4667
Mozilla/5.0 , Gecko/20100401 Firefox/3.6.3 ,direct,www.nasa.gov,Dallas,America/Chicago,2012-03-16 18:43:02.000,1970-01-16 08:38:05.692,32.782501,-96.820702
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nlm.nih.gov,Barcelona,Europe/Madrid,2012-03-16 18:43:03.000,1970-01-16 09:58:38.641,41.383301,2.1833
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.nasa.gov,Rio De Janeiro,America/Sao_Paulo,2012-03-16 18:43:03.000,1970-01-16 09:58:38.414,-22.9,-43.233299
Mozilla/5.0 ,,t.co,www.fairfaxcounty.gov,Morrisville,America/New_York,2012-03-16 18:43:05.000,1970-01-16 09:58:36.658,40.195702,-74.812698
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,Kiskunhalas,Europe/Budapest,2012-03-16 18:43:07.000,1970-01-16 09:58:28.247,46.4314,19.487499
Mozilla/5.0 ,,www.facebook.com,www.nasa.gov,Bangkok,Asia/Bangkok,2012-03-16 18:43:07.000,1970-01-16 09:58:42.854,13.75,100.516701
Mozilla/5.0 , Gecko/20120306 Firefox/3.6.28,direct,www.nysdot.gov,Danville,America/Los_Angeles,2012-03-16 18:43:10.000,1970-01-16 06:32:43.556,37.812901,-121.974297
Mozilla/5.0 , AppleWebKit ,direct,www.nasa.gov,Fairbanks,America/Anchorage,2012-03-16 18:43:10.000,1970-01-16 09:58:42.854,64.818497,-147.721603
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Allentown,America/New_York,2012-03-16 18:43:11.000,1970-01-16 06:32:43.556,40.567799,-75.482803
Mozilla/5.0 , Gecko/20100101 Firefox/8.0.1,www.facebook.com,www.nasa.gov,Gliwice,Europe/Warsaw,2012-03-16 18:43:16.000,1970-01-16 09:58:42.854,50.283298,18.6667
Mozilla/5.0 , AppleWebKit/535.11 ,t.co,www.cdc.gov,New Iberia,America/Chicago,2012-03-16 18:43:16.000,1970-01-16 09:58:41.618,29.957899,-91.872101
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,t.co,www.cbo.gov,Cumming,America/New_York,2012-03-16 18:43:17.000,1970-01-16 09:58:28.890,34.188202,-84.159203
Mozilla/4.0 ,,t.co,earthobservatory.nasa.gov,Torrevieja,Europe/Madrid,2012-03-16 18:43:19.000,1970-01-16 06:57:27.593,37.983299,-0.6833
Mozilla/5.0 , AppleWebKit/534.46 ,t.co,www.ncbi.nlm.nih.gov,Tokyo,Asia/Tokyo,2012-03-16 18:43:17.000,1970-01-16 09:58:28.395,35.685001,139.751404
Mozilla/5.0 , AppleWebKit/535.11 ,www.facebook.com,www.nasa.gov,American Fork,America/Denver,2012-03-16 18:43:20.000,1970-01-16 09:58:42.854,40.393002,-111.783798
Mozilla/5.0 , AppleWebKit/531.22.8 ,m.facebook.com,www.nasa.gov,Stockport,Europe/London,2012-03-16 18:43:25.000,1970-01-16 09:58:42.854,53.400002,-2.15
Mozilla/5.0 , Gecko/20100101 Firefox/10.0.2,direct,www.nysdot.gov,Raleigh,America/New_York,2012-03-16 18:43:26.000,1970-01-16 06:32:43.556,35.8713,-78.539398
Mozilla/4.0 ,,direct,www.cnic.navy.mil,Mililani,Pacific/Honolulu,2012-03-16 18:43:27.000,1970-01-16 09:58:42.709,21.4701,-157.963699
